"","t","c","N","t2"
"1011","2010-08","Exécutif : PR/PM/GOUV",9,2010-08-01
"1012","2010-08","HADOPI/DADVSI/LOPPSI",44,2010-08-01
"1013","2010-08","Industrie : Culture",5,2010-08-01
"1014","2010-08","Industrie : Info/Web",2,2010-08-01
"1015","2010-08","Industrie : Télécom",13,2010-08-01
"1016","2010-08","Opposants : Autres",11,2010-08-01
"1017","2010-08","Opposants : EUCD/LQDN",0,2010-08-01
"1018","2010-08","P2P/DDL",3,2010-08-01
"1019","2010-08","Parlement",6,2010-08-01
"1020","2010-08","UE/IPRED",6,2010-08-01
"1021","2010-09","ACTA/SOPA/PIPA",0,2010-09-01
"1022","2010-09","Classe politique : Droite",30,2010-09-01
"1023","2010-09","Classe politique : Gauche",4,2010-09-01
"1024","2010-09","CNIL/CSA",25,2010-09-01
"1025","2010-09","Conseils/Rapports",0,2010-09-01
"1026","2010-09","DRM",4,2010-09-01
"1027","2010-09","Exécutif : Ministère",14,2010-09-01
"1028","2010-09","Exécutif : PR/PM/GOUV",2,2010-09-01
"1029","2010-09","HADOPI/DADVSI/LOPPSI",90,2010-09-01
"1030","2010-09","Industrie : Culture",19,2010-09-01
"1031","2010-09","Industrie : Info/Web",1,2010-09-01
"1032","2010-09","Industrie : Télécom",29,2010-09-01
"1033","2010-09","Opposants : Autres",25,2010-09-01
"1034","2010-09","Opposants : EUCD/LQDN",0,2010-09-01
"1035","2010-09","P2P/DDL",11,2010-09-01
"1036","2010-09","Parlement",11,2010-09-01
"1037","2010-09","UE/IPRED",1,2010-09-01
"1038","2010-10","ACTA/SOPA/PIPA",2,2010-10-01
"1039","2010-10","Classe politique : Droite",18,2010-10-01
"1040","2010-10","Classe politique : Gauche",9,2010-10-01
"1041","2010-10","CNIL/CSA",14,2010-10-01
"1042","2010-10","Conseils/Rapports",9,2010-10-01
"1043","2010-10","DRM",26,2010-10-01
"1044","2010-10","Exécutif : Ministère",19,2010-10-01
"1045","2010-10","Exécutif : PR/PM/GOUV",16,2010-10-01
"1046","2010-10","HADOPI/DADVSI/LOPPSI",67,2010-10-01
"1047","2010-10","Industrie : Culture",10,2010-10-01
"1048","2010-10","Industrie : Info/Web",5,2010-10-01
"1049","2010-10","Industrie : Télécom",39,2010-10-01
"1050","2010-10","Opposants : Autres",8,2010-10-01
"1051","2010-10","Opposants : EUCD/LQDN",9,2010-10-01
"1052","2010-10","P2P/DDL",9,2010-10-01
"1053","2010-10","Parlement",21,2010-10-01
"1054","2010-10","UE/IPRED",4,2010-10-01
"1055","2010-11","ACTA/SOPA/PIPA",4,2010-11-01
"1056","2010-11","Classe politique : Droite",5,2010-11-01
"1057","2010-11","Classe politique : Gauche",8,2010-11-01
"1058","2010-11","CNIL/CSA",5,2010-11-01
"1059","2010-11","Conseils/Rapports",4,2010-11-01
"1060","2010-11","DRM",7,2010-11-01
"1061","2010-11","Exécutif : Ministère",10,2010-11-01
"1062","2010-11","Exécutif : PR/PM/GOUV",9,2010-11-01
"1063","2010-11","HADOPI/DADVSI/LOPPSI",48,2010-11-01
"1064","2010-11","Industrie : Culture",12,2010-11-01
"1065","2010-11","Industrie : Info/Web",6,2010-11-01
"1066","2010-11","Industrie : Télécom",1,2010-11-01
"1067","2010-11","Opposants : Autres",6,2010-11-01
"1068","2010-11","Opposants : EUCD/LQDN",7,2010-11-01
"1069","2010-11","P2P/DDL",8,2010-11-01
"1070","2010-11","Parlement",13,2010-11-01
"1071","2010-11","UE/IPRED",0,2010-11-01
"1072","2010-12","ACTA/SOPA/PIPA",0,2010-12-01
"1073","2010-12","Classe politique : Droite",9,2010-12-01
"1074","2010-12","Classe politique : Gauche",4,2010-12-01
"1075","2010-12","CNIL/CSA",7,2010-12-01
"1076","2010-12","Conseils/Rapports",1,2010-12-01
"1077","2010-12","DRM",2,2010-12-01
"1078","2010-12","Exécutif : Ministère",3,2010-12-01
"1079","2010-12","Exécutif : PR/PM/GOUV",7,2010-12-01
"1080","2010-12","HADOPI/DADVSI/LOPPSI",33,2010-12-01
"1081","2010-12","Industrie : Culture",5,2010-12-01
"1082","2010-12","Industrie : Info/Web",6,2010-12-01
"1083","2010-12","Industrie : Télécom",8,2010-12-01
"1084","2010-12","Opposants : Autres",0,2010-12-01
"1085","2010-12","Opposants : EUCD/LQDN",2,2010-12-01
"1086","2010-12","P2P/DDL",4,2010-12-01
"1087","2010-12","Parlement",3,2010-12-01
"1088","2010-12","UE/IPRED",1,2010-12-01
"1089","2011-01","ACTA/SOPA/PIPA",0,2011-01-01
"1090","2011-01","Classe politique : Droite",16,2011-01-01
"1091","2011-01","Classe politique : Gauche",8,2011-01-01
"1092","2011-01","CNIL/CSA",12,2011-01-01
"1093","2011-01","Conseils/Rapports",0,2011-01-01
"1094","2011-01","DRM",2,2011-01-01
"1095","2011-01","Exécutif : Ministère",11,2011-01-01
"1096","2011-01","Exécutif : PR/PM/GOUV",11,2011-01-01
"1097","2011-01","HADOPI/DADVSI/LOPPSI",60,2011-01-01
"1098","2011-01","Industrie : Culture",2,2011-01-01
"1099","2011-01","Industrie : Info/Web",9,2011-01-01
"1100","2011-01","Industrie : Télécom",18,2011-01-01
"1101","2011-01","Opposants : Autres",3,2011-01-01
"1102","2011-01","Opposants : EUCD/LQDN",0,2011-01-01
"1103","2011-01","P2P/DDL",8,2011-01-01
"1104","2011-01","Parlement",9,2011-01-01
"1105","2011-01","UE/IPRED",10,2011-01-01
"1106","2011-02","ACTA/SOPA/PIPA",0,2011-02-01
"1107","2011-02","Classe politique : Droite",21,2011-02-01
"1108","2011-02","Classe politique : Gauche",11,2011-02-01
"1109","2011-02","CNIL/CSA",9,2011-02-01
"1110","2011-02","Conseils/Rapports",2,2011-02-01
"1111","2011-02","DRM",0,2011-02-01
"1112","2011-02","Exécutif : Ministère",3,2011-02-01
"1113","2011-02","Exécutif : PR/PM/GOUV",6,2011-02-01
"1114","2011-02","HADOPI/DADVSI/LOPPSI",35,2011-02-01
"1115","2011-02","Industrie : Culture",5,2011-02-01
"1116","2011-02","Industrie : Info/Web",6,2011-02-01
"1117","2011-02","Industrie : Télécom",9,2011-02-01
"1118","2011-02","Opposants : Autres",6,2011-02-01
"1119","2011-02","Opposants : EUCD/LQDN",0,2011-02-01
"1120","2011-02","P2P/DDL",1,2011-02-01
"1121","2011-02","Parlement",18,2011-02-01
"1122","2011-02","UE/IPRED",0,2011-02-01
"1123","2011-03","ACTA/SOPA/PIPA",3,2011-03-01
"1124","2011-03","Classe politique : Droite",18,2011-03-01
"1125","2011-03","Classe politique : Gauche",5,2011-03-01
"1126","2011-03","CNIL/CSA",1,2011-03-01
"1127","2011-03","Conseils/Rapports",5,2011-03-01
"1128","2011-03","DRM",0,2011-03-01
"1129","2011-03","Exécutif : Ministère",2,2011-03-01
"1130","2011-03","Exécutif : PR/PM/GOUV",6,2011-03-01
"1131","2011-03","HADOPI/DADVSI/LOPPSI",37,2011-03-01
"1132","2011-03","Industrie : Culture",11,2011-03-01
"1133","2011-03","Industrie : Info/Web",11,2011-03-01
"1134","2011-03","Industrie : Télécom",4,2011-03-01
"1135","2011-03","Opposants : Autres",7,2011-03-01
"1136","2011-03","Opposants : EUCD/LQDN",3,2011-03-01
"1137","2011-03","P2P/DDL",2,2011-03-01
"1138","2011-03","Parlement",7,2011-03-01
"1139","2011-03","UE/IPRED",0,2011-03-01
"1140","2011-04","ACTA/SOPA/PIPA",3,2011-04-01
"1141","2011-04","Classe politique : Droite",12,2011-04-01
"1142","2011-04","Classe politique : Gauche",15,2011-04-01
"1143","2011-04","CNIL/CSA",5,2011-04-01
"1144","2011-04","Conseils/Rapports",3,2011-04-01
"1145","2011-04","DRM",9,2011-04-01
"1146","2011-04","Exécutif : Ministère",6,2011-04-01
"1147","2011-04","Exécutif : PR/PM/GOUV",11,2011-04-01
"1148","2011-04","HADOPI/DADVSI/LOPPSI",49,2011-04-01
"1149","2011-04","Industrie : Culture",12,2011-04-01
"1150","2011-04","Industrie : Info/Web",9,2011-04-01
"1151","2011-04","Industrie : Télécom",27,2011-04-01
"1152","2011-04","Opposants : Autres",12,2011-04-01
"1153","2011-04","Opposants : EUCD/LQDN",0,2011-04-01
"1154","2011-04","P2P/DDL",16,2011-04-01
"1155","2011-04","Parlement",2,2011-04-01
"1156","2011-04","UE/IPRED",0,2011-04-01
"1157","2011-05","ACTA/SOPA/PIPA",5,2011-05-01
"1158","2011-05","Classe politique : Droite",8,2011-05-01
"1159","2011-05","Classe politique : Gauche",10,2011-05-01
"1160","2011-05","CNIL/CSA",6,2011-05-01
"1161","2011-05","Conseils/Rapports",3,2011-05-01
"1162","2011-05","DRM",0,2011-05-01
"1163","2011-05","Exécutif : Ministère",23,2011-05-01
"1164","2011-05","Exécutif : PR/PM/GOUV",18,2011-05-01
"1165","2011-05","HADOPI/DADVSI/LOPPSI",60,2011-05-01
"1166","2011-05","Industrie : Culture",20,2011-05-01
"1167","2011-05","Industrie : Info/Web",15,2011-05-01
"1168","2011-05","Industrie : Télécom",18,2011-05-01
"1169","2011-05","Opposants : Autres",2,2011-05-01
"1170","2011-05","Opposants : EUCD/LQDN",1,2011-05-01
"1171","2011-05","P2P/DDL",16,2011-05-01
"1172","2011-05","Parlement",2,2011-05-01
"1173","2011-05","UE/IPRED",0,2011-05-01
"1174","2011-06","ACTA/SOPA/PIPA",1,2011-06-01
"1175","2011-06","Classe politique : Droite",16,2011-06-01
"1176","2011-06","Classe politique : Gauche",19,2011-06-01
"1177","2011-06","CNIL/CSA",5,2011-06-01
"1178","2011-06","Conseils/Rapports",6,2011-06-01
"1179","2011-06","DRM",5,2011-06-01
"1180","2011-06","Exécutif : Ministère",9,2011-06-01
"1181","2011-06","Exécutif : PR/PM/GOUV",24,2011-06-01
"1182","2011-06","HADOPI/DADVSI/LOPPSI",67,2011-06-01
"1183","2011-06","Industrie : Culture",19,2011-06-01
"1184","2011-06","Industrie : Info/Web",11,2011-06-01
"1185","2011-06","Industrie : Télécom",11,2011-06-01
"1186","2011-06","Opposants : Autres",3,2011-06-01
"1187","2011-06","Opposants : EUCD/LQDN",3,2011-06-01
"1188","2011-06","P2P/DDL",21,2011-06-01
"1189","2011-06","Parlement",7,2011-06-01
"1190","2011-06","UE/IPRED",5,2011-06-01
"1191","2011-07","ACTA/SOPA/PIPA",0,2011-07-01
"1192","2011-07","Classe politique : Droite",15,2011-07-01
"1193","2011-07","Classe politique : Gauche",4,2011-07-01
"1194","2011-07","CNIL/CSA",1,2011-07-01
"1195","2011-07","Conseils/Rapports",10,2011-07-01
"1196","2011-07","DRM",3,2011-07-01
"1197","2011-07","Exécutif : Ministère",17,2011-07-01
"1198","2011-07","Exécutif : PR/PM/GOUV",0,2011-07-01
"1199","2011-07","HADOPI/DADVSI/LOPPSI",48,2011-07-01
"1200","2011-07","Industrie : Culture",9,2011-07-01
"1201","2011-07","Industrie : Info/Web",8,2011-07-01
"1202","2011-07","Industrie : Télécom",0,2011-07-01
"1203","2011-07","Opposants : Autres",2,2011-07-01
"1204","2011-07","Opposants : EUCD/LQDN",0,2011-07-01
"1205","2011-07","P2P/DDL",15,2011-07-01
"1206","2011-07","Parlement",7,2011-07-01
"1207","2011-07","UE/IPRED",2,2011-07-01
"1208","2011-08","ACTA/SOPA/PIPA",0,2011-08-01
"1209","2011-08","Classe politique : Droite",3,2011-08-01
"1210","2011-08","Classe politique : Gauche",0,2011-08-01
"1211","2011-08","CNIL/CSA",0,2011-08-01
"1212","2011-08","Conseils/Rapports",0,2011-08-01
"1213","2011-08","DRM",0,2011-08-01
"1214","2011-08","Exécutif : Ministère",3,2011-08-01
"1215","2011-08","Exécutif : PR/PM/GOUV",5,2011-08-01
"1216","2011-08","HADOPI/DADVSI/LOPPSI",21,2011-08-01
"1217","2011-08","Industrie : Culture",3,2011-08-01
"1218","2011-08","Industrie : Info/Web",7,2011-08-01
"1219","2011-08","Industrie : Télécom",3,2011-08-01
"1220","2011-08","Opposants : Autres",0,2011-08-01
"1221","2011-08","Opposants : EUCD/LQDN",0,2011-08-01
"1222","2011-08","P2P/DDL",1,2011-08-01
"1223","2011-08","Parlement",4,2011-08-01
"1224","2011-08","UE/IPRED",0,2011-08-01
"1225","2011-09","ACTA/SOPA/PIPA",2,2011-09-01
"1226","2011-09","Classe politique : Droite",10,2011-09-01
"1227","2011-09","Classe politique : Gauche",5,2011-09-01
"1228","2011-09","CNIL/CSA",11,2011-09-01
"1229","2011-09","Conseils/Rapports",9,2011-09-01
"1230","2011-09","DRM",4,2011-09-01
"1231","2011-09","Exécutif : Ministère",14,2011-09-01
"1232","2011-09","Exécutif : PR/PM/GOUV",18,2011-09-01
"1233","2011-09","HADOPI/DADVSI/LOPPSI",50,2011-09-01
"1234","2011-09","Industrie : Culture",11,2011-09-01
"1235","2011-09","Industrie : Info/Web",13,2011-09-01
"1236","2011-09","Industrie : Télécom",0,2011-09-01
"1237","2011-09","Opposants : Autres",5,2011-09-01
"1238","2011-09","Opposants : EUCD/LQDN",0,2011-09-01
"1239","2011-09","P2P/DDL",7,2011-09-01
"1240","2011-09","Parlement",7,2011-09-01
"1241","2011-09","UE/IPRED",4,2011-09-01
"1242","2011-10","ACTA/SOPA/PIPA",0,2011-10-01
"1243","2011-10","Classe politique : Droite",26,2011-10-01
"1244","2011-10","Classe politique : Gauche",21,2011-10-01
"1245","2011-10","CNIL/CSA",6,2011-10-01
"1246","2011-10","Conseils/Rapports",0,2011-10-01
"1247","2011-10","DRM",3,2011-10-01
"1248","2011-10","Exécutif : Ministère",15,2011-10-01
"1249","2011-10","Exécutif : PR/PM/GOUV",26,2011-10-01
"1250","2011-10","HADOPI/DADVSI/LOPPSI",51,2011-10-01
"1251","2011-10","Industrie : Culture",5,2011-10-01
"1252","2011-10","Industrie : Info/Web",11,2011-10-01
"1253","2011-10","Industrie : Télécom",7,2011-10-01
"1254","2011-10","Opposants : Autres",0,2011-10-01
"1255","2011-10","Opposants : EUCD/LQDN",2,2011-10-01
"1256","2011-10","P2P/DDL",1,2011-10-01
"1257","2011-10","Parlement",13,2011-10-01
"1258","2011-10","UE/IPRED",1,2011-10-01
"1259","2011-11","ACTA/SOPA/PIPA",0,2011-11-01
"1260","2011-11","Classe politique : Droite",6,2011-11-01
"1261","2011-11","Classe politique : Gauche",4,2011-11-01
"1262","2011-11","CNIL/CSA",11,2011-11-01
"1263","2011-11","Conseils/Rapports",3,2011-11-01
"1264","2011-11","DRM",4,2011-11-01
"1265","2011-11","Exécutif : Ministère",4,2011-11-01
"1266","2011-11","Exécutif : PR/PM/GOUV",8,2011-11-01
"1267","2011-11","HADOPI/DADVSI/LOPPSI",44,2011-11-01
"1268","2011-11","Industrie : Culture",14,2011-11-01
"1269","2011-11","Industrie : Info/Web",4,2011-11-01
"1270","2011-11","Industrie : Télécom",1,2011-11-01
"1271","2011-11","Opposants : Autres",0,2011-11-01
"1272","2011-11","Opposants : EUCD/LQDN",4,2011-11-01
"1273","2011-11","P2P/DDL",1,2011-11-01
"1274","2011-11","Parlement",6,2011-11-01
"1275","2011-11","UE/IPRED",6,2011-11-01
"1276","2011-12","ACTA/SOPA/PIPA",3,2011-12-01
"1277","2011-12","Classe politique : Droite",3,2011-12-01
"1278","2011-12","Classe politique : Gauche",5,2011-12-01
"1279","2011-12","CNIL/CSA",0,2011-12-01
"1280","2011-12","Conseils/Rapports",6,2011-12-01
"1281","2011-12","DRM",0,2011-12-01
"1282","2011-12","Exécutif : Ministère",7,2011-12-01
"1283","2011-12","Exécutif : PR/PM/GOUV",17,2011-12-01
"1284","2011-12","HADOPI/DADVSI/LOPPSI",51,2011-12-01
"1285","2011-12","Industrie : Culture",11,2011-12-01
"1286","2011-12","Industrie : Info/Web",10,2011-12-01
"1287","2011-12","Industrie : Télécom",5,2011-12-01
"1288","2011-12","Opposants : Autres",4,2011-12-01
"1289","2011-12","Opposants : EUCD/LQDN",0,2011-12-01
"1290","2011-12","P2P/DDL",11,2011-12-01
"1291","2011-12","Parlement",6,2011-12-01
"1292","2011-12","UE/IPRED",3,2011-12-01
"1293","2012-01","ACTA/SOPA/PIPA",14,2012-01-01
"1294","2012-01","Classe politique : Droite",9,2012-01-01
"1295","2012-01","Classe politique : Gauche",5,2012-01-01
"1296","2012-01","CNIL/CSA",1,2012-01-01
"1297","2012-01","Conseils/Rapports",5,2012-01-01
"1298","2012-01","DRM",1,2012-01-01
"1299","2012-01","Exécutif : Ministère",4,2012-01-01
"1300","2012-01","Exécutif : PR/PM/GOUV",11,2012-01-01
"1301","2012-01","HADOPI/DADVSI/LOPPSI",50,2012-01-01
"1302","2012-01","Industrie : Culture",20,2012-01-01
"1303","2012-01","Industrie : Info/Web",19,2012-01-01
"1304","2012-01","Industrie : Télécom",10,2012-01-01
"1305","2012-01","Opposants : Autres",5,2012-01-01
"1306","2012-01","Opposants : EUCD/LQDN",3,2012-01-01
"1307","2012-01","P2P/DDL",24,2012-01-01
"1308","2012-01","Parlement",9,2012-01-01
"1309","2012-01","UE/IPRED",0,2012-01-01
"1310","2012-02","ACTA/SOPA/PIPA",7,2012-02-01
"1311","2012-02","Classe politique : Droite",4,2012-02-01
"1312","2012-02","Classe politique : Gauche",15,2012-02-01
"1313","2012-02","CNIL/CSA",0,2012-02-01
"1314","2012-02","Conseils/Rapports",1,2012-02-01
"1315","2012-02","DRM",2,2012-02-01
"1316","2012-02","Exécutif : Ministère",6,2012-02-01
"1317","2012-02","Exécutif : PR/PM/GOUV",17,2012-02-01
"1318","2012-02","HADOPI/DADVSI/LOPPSI",43,2012-02-01
"1319","2012-02","Industrie : Culture",11,2012-02-01
"1320","2012-02","Industrie : Info/Web",3,2012-02-01
"1321","2012-02","Industrie : Télécom",5,2012-02-01
"1322","2012-02","Opposants : Autres",1,2012-02-01
"1323","2012-02","Opposants : EUCD/LQDN",3,2012-02-01
"1324","2012-02","P2P/DDL",4,2012-02-01
"1325","2012-02","Parlement",12,2012-02-01
"1326","2012-02","UE/IPRED",3,2012-02-01
"1327","2012-03","ACTA/SOPA/PIPA",6,2012-03-01
"1328","2012-03","Classe politique : Droite",6,2012-03-01
"1329","2012-03","Classe politique : Gauche",8,2012-03-01
"1330","2012-03","CNIL/CSA",4,2012-03-01
"1331","2012-03","Conseils/Rapports",0,2012-03-01
"1332","2012-03","DRM",2,2012-03-01
"1333","2012-03","Exécutif : Ministère",1,2012-03-01
"1334","2012-03","Exécutif : PR/PM/GOUV",11,2012-03-01
"1335","2012-03","HADOPI/DADVSI/LOPPSI",38,2012-03-01
"1336","2012-03","Industrie : Culture",9,2012-03-01
"1337","2012-03","Industrie : Info/Web",14,2012-03-01
"1338","2012-03","Industrie : Télécom",7,2012-03-01
"1339","2012-03","Opposants : Autres",3,2012-03-01
"1340","2012-03","Opposants : EUCD/LQDN",3,2012-03-01
"1341","2012-03","P2P/DDL",15,2012-03-01
"1342","2012-03","Parlement",6,2012-03-01
"1343","2012-03","UE/IPRED",0,2012-03-01
"1344","2012-04","ACTA/SOPA/PIPA",1,2012-04-01
"1345","2012-04","Classe politique : Droite",4,2012-04-01
"1346","2012-04","Classe politique : Gauche",0,2012-04-01
"1347","2012-04","CNIL/CSA",2,2012-04-01
"1348","2012-04","Conseils/Rapports",0,2012-04-01
"1349","2012-04","DRM",0,2012-04-01
"1350","2012-04","Exécutif : Ministère",2,2012-04-01
"1351","2012-04","Exécutif : PR/PM/GOUV",8,2012-04-01
"1352","2012-04","HADOPI/DADVSI/LOPPSI",28,2012-04-01
"1353","2012-04","Industrie : Culture",9,2012-04-01
"1354","2012-04","Industrie : Info/Web",1,2012-04-01
"1355","2012-04","Industrie : Télécom",1,2012-04-01
"1356","2012-04","Opposants : Autres",0,2012-04-01
"1357","2012-04","Opposants : EUCD/LQDN",0,2012-04-01
"1358","2012-04","P2P/DDL",12,2012-04-01
"1359","2012-04","Parlement",1,2012-04-01
"1360","2012-04","UE/IPRED",1,2012-04-01
"1361","2012-05","ACTA/SOPA/PIPA",4,2012-05-01
"1362","2012-05","Classe politique : Droite",1,2012-05-01
"1363","2012-05","Classe politique : Gauche",9,2012-05-01
"1364","2012-05","CNIL/CSA",3,2012-05-01
"1365","2012-05","Conseils/Rapports",3,2012-05-01
"1366","2012-05","DRM",2,2012-05-01
"1367","2012-05","Exécutif : Ministère",2,2012-05-01
"1368","2012-05","Exécutif : PR/PM/GOUV",16,2012-05-01
"1369","2012-05","HADOPI/DADVSI/LOPPSI",29,2012-05-01
"1370","2012-05","Industrie : Culture",8,2012-05-01
"1371","2012-05","Industrie : Info/Web",7,2012-05-01
"1372","2012-05","Industrie : Télécom",2,2012-05-01
"1373","2012-05","Opposants : Autres",6,2012-05-01
"1374","2012-05","Opposants : EUCD/LQDN",0,2012-05-01
"1375","2012-05","P2P/DDL",8,2012-05-01
"1376","2012-05","Parlement",4,2012-05-01
"1377","2012-05","UE/IPRED",4,2012-05-01
"1378","2012-06","ACTA/SOPA/PIPA",0,2012-06-01
"1379","2012-06","Classe politique : Droite",3,2012-06-01
"1380","2012-06","Classe politique : Gauche",0,2012-06-01
"1381","2012-06","CNIL/CSA",1,2012-06-01
"1382","2012-06","Conseils/Rapports",1,2012-06-01
"1383","2012-06","DRM",3,2012-06-01
"1384","2012-06","Exécutif : Ministère",1,2012-06-01
"1385","2012-06","Exécutif : PR/PM/GOUV",4,2012-06-01
"1386","2012-06","HADOPI/DADVSI/LOPPSI",17,2012-06-01
"1387","2012-06","Industrie : Culture",5,2012-06-01
"1388","2012-06","Industrie : Info/Web",2,2012-06-01
"1389","2012-06","Industrie : Télécom",3,2012-06-01
"1390","2012-06","Opposants : Autres",2,2012-06-01
"1391","2012-06","Opposants : EUCD/LQDN",1,2012-06-01
"1392","2012-06","P2P/DDL",4,2012-06-01
"1393","2012-06","Parlement",0,2012-06-01
"1394","2012-06","UE/IPRED",2,2012-06-01
"1395","2012-07","ACTA/SOPA/PIPA",3,2012-07-01
"1396","2012-07","Classe politique : Droite",5,2012-07-01
"1397","2012-07","Classe politique : Gauche",4,2012-07-01
"1398","2012-07","CNIL/CSA",0,2012-07-01
"1399","2012-07","Conseils/Rapports",6,2012-07-01
"1400","2012-07","DRM",0,2012-07-01
"1401","2012-07","Exécutif : Ministère",2,2012-07-01
"1402","2012-07","Exécutif : PR/PM/GOUV",10,2012-07-01
"1403","2012-07","HADOPI/DADVSI/LOPPSI",25,2012-07-01
"1404","2012-07","Industrie : Culture",12,2012-07-01
"1405","2012-07","Industrie : Info/Web",0,2012-07-01
"1406","2012-07","Industrie : Télécom",3,2012-07-01
"1407","2012-07","Opposants : Autres",3,2012-07-01
"1408","2012-07","Opposants : EUCD/LQDN",6,2012-07-01
"1409","2012-07","P2P/DDL",4,2012-07-01
"1410","2012-07","Parlement",7,2012-07-01
"1411","2012-07","UE/IPRED",0,2012-07-01
"1412","2012-08","ACTA/SOPA/PIPA",0,2012-08-01
"1413","2012-08","Classe politique : Droite",2,2012-08-01
"1414","2012-08","Classe politique : Gauche",2,2012-08-01
"1415","2012-08","CNIL/CSA",6,2012-08-01
"1416","2012-08","Conseils/Rapports",10,2012-08-01
"1417","2012-08","DRM",3,2012-08-01
"1418","2012-08","Exécutif : Ministère",1,2012-08-01
"1419","2012-08","Exécutif : PR/PM/GOUV",8,2012-08-01
"1420","2012-08","HADOPI/DADVSI/LOPPSI",16,2012-08-01
"1421","2012-08","Industrie : Culture",2,2012-08-01
"1422","2012-08","Industrie : Info/Web",5,2012-08-01
"1423","2012-08","Industrie : Télécom",7,2012-08-01
"1424","2012-08","Opposants : Autres",0,2012-08-01
"1425","2012-08","Opposants : EUCD/LQDN",5,2012-08-01
"1426","2012-08","P2P/DDL",1,2012-08-01
"1427","2012-08","Parlement",4,2012-08-01
"1428","2012-08","UE/IPRED",0,2012-08-01
"1429","2012-09","ACTA/SOPA/PIPA",0,2012-09-01
"1430","2012-09","Classe politique : Droite",5,2012-09-01
"1431","2012-09","Classe politique : Gauche",6,2012-09-01
"1432","2012-09","CNIL/CSA",1,2012-09-01
"1433","2012-09","Conseils/Rapports",14,2012-09-01
"1434","2012-09","DRM",3,2012-09-01
"1435","2012-09","Exécutif : Ministère",1,2012-09-01
"1436","2012-09","Exécutif : PR/PM/GOUV",7,2012-09-01
"1437","2012-09","HADOPI/DADVSI/LOPPSI",33,2012-09-01
"1438","2012-09","Industrie : Culture",4,2012-09-01
"1439","2012-09","Industrie : Info/Web",12,2012-09-01
"1440","2012-09","Industrie : Télécom",2,2012-09-01
"1441","2012-09","Opposants : Autres",3,2012-09-01
"1442","2012-09","Opposants : EUCD/LQDN",5,2012-09-01
"1443","2012-09","P2P/DDL",12,2012-09-01
"1444","2012-09","Parlement",7,2012-09-01
"1445","2012-09","UE/IPRED",4,2012-09-01
"1446","2012-10","ACTA/SOPA/PIPA",1,2012-10-01
"1447","2012-10","Classe politique : Droite",0,2012-10-01
"1448","2012-10","Classe politique : Gauche",0,2012-10-01
"1449","2012-10","CNIL/CSA",4,2012-10-01
"1450","2012-10","Conseils/Rapports",14,2012-10-01
"1451","2012-10","DRM",4,2012-10-01
"1452","2012-10","Exécutif : Ministère",3,2012-10-01
"1453","2012-10","Exécutif : PR/PM/GOUV",5,2012-10-01
"1454","2012-10","HADOPI/DADVSI/LOPPSI",26,2012-10-01
"1455","2012-10","Industrie : Culture",7,2012-10-01
"1456","2012-10","Industrie : Info/Web",11,2012-10-01
"1457","2012-10","Industrie : Télécom",6,2012-10-01
"1458","2012-10","Opposants : Autres",0,2012-10-01
"1459","2012-10","Opposants : EUCD/LQDN",0,2012-10-01
"1460","2012-10","P2P/DDL",8,2012-10-01
"1461","2012-10","Parlement",3,2012-10-01
"1462","2012-10","UE/IPRED",2,2012-10-01
"1463","2012-11","ACTA/SOPA/PIPA",0,2012-11-01
"1464","2012-11","Classe politique : Droite",0,2012-11-01
"1465","2012-11","Classe politique : Gauche",0,2012-11-01
"1466","2012-11","CNIL/CSA",3,2012-11-01
"1467","2012-11","Conseils/Rapports",2,2012-11-01
"1468","2012-11","DRM",1,2012-11-01
"1469","2012-11","Exécutif : Ministère",0,2012-11-01
"1470","2012-11","Exécutif : PR/PM/GOUV",0,2012-11-01
"1471","2012-11","HADOPI/DADVSI/LOPPSI",13,2012-11-01
"1472","2012-11","Industrie : Culture",0,2012-11-01
"1473","2012-11","Industrie : Info/Web",3,2012-11-01
"1474","2012-11","Industrie : Télécom",2,2012-11-01
"1475","2012-11","Opposants : Autres",3,2012-11-01
"1476","2012-11","Opposants : EUCD/LQDN",0,2012-11-01
"1477","2012-11","P2P/DDL",2,2012-11-01
"1478","2012-11","Parlement",0,2012-11-01
"1479","2012-11","UE/IPRED",0,2012-11-01
"1480","2012-12","ACTA/SOPA/PIPA",1,2012-12-01
"1481","2012-12","Classe politique : Droite",3,2012-12-01
"1482","2012-12","Classe politique : Gauche",0,2012-12-01
"1483","2012-12","CNIL/CSA",0,2012-12-01
"1484","2012-12","Conseils/Rapports",8,2012-12-01
"1485","2012-12","DRM",3,2012-12-01
"1486","2012-12","Exécutif : Ministère",2,2012-12-01
"1487","2012-12","Exécutif : PR/PM/GOUV",4,2012-12-01
"1488","2012-12","HADOPI/DADVSI/LOPPSI",12,2012-12-01
"1489","2012-12","Industrie : Culture",3,2012-12-01
"1490","2012-12","Industrie : Info/Web",2,2012-12-01
"1491","2012-12","Industrie : Télécom",0,2012-12-01
"1492","2012-12","Opposants : Autres",3,2012-12-01
"1493","2012-12","Opposants : EUCD/LQDN",0,2012-12-01
"1494","2012-12","P2P/DDL",4,2012-12-01
"1495","2012-12","Parlement",3,2012-12-01
"1496","2012-12","UE/IPRED",3,2012-12-01
"1497","2013-01","ACTA/SOPA/PIPA",0,2013-01-01
"1498","2013-01","Classe politique : Droite",0,2013-01-01
