"t","i","j","w"
"2014-01-13","CSA","France Télévisions",6.59543595831684e-05
"2014-01-13","CSA","Lagardère",0.000192789666473877
"2014-01-13","CSA","Mireille Imbert-Quaretta",3.14265287042057e-05
"2014-01-13","CSA","Mission Lescure",1.19062501860351e-05
"2014-01-13","CSA","Netflix",0.00012531328320802
"2014-01-13","CSA","Xavier Niel",3.8263597926113e-05
"2014-01-13","Dailymotion","Facebook",4.76213153007286e-05
"2014-01-13","Dailymotion","France Télévisions",0.00015852885225111
"2014-01-13","Dailymotion","Lagardère",0.00046339202965709
"2014-01-13","Dailymotion","Mireille Imbert-Quaretta",7.55372587528799e-05
"2014-01-13","Dailymotion","Mission Lescure",2.8618035085711e-05
"2014-01-13","Dailymotion","Netflix",0.000301204819277109
"2014-01-13","Dailymotion","Xavier Niel",9.19709371838499e-05
"2014-01-13","Facebook","France Télévisions",0.000104014978156854
"2014-01-13","Facebook","Lagardère",0.000304043782304652
"2014-01-13","Facebook","Mireille Imbert-Quaretta",4.95619958615733e-05
"2014-01-13","Facebook","Mission Lescure",1.87770506886483e-05
"2014-01-13","Facebook","Netflix",0.000197628458498023
"2014-01-13","Facebook","Xavier Niel",6.03445674803125e-05
"2014-01-13","France Télévisions","Lagardère",0.00101214574898785
"2014-01-13","France Télévisions","Mireille Imbert-Quaretta",0.00016498927569708
"2014-01-13","France Télévisions","Mission Lescure",6.25078134766844e-05
"2014-01-13","France Télévisions","Netflix",0.000657894736842105
"2014-01-13","France Télévisions","Xavier Niel",0.000200883889112093
"2014-01-13","Lagardère","Mireille Imbert-Quaretta",0.00048227634434531
"2014-01-13","Lagardère","Mission Lescure",0.000182715147085693
"2014-01-13","Lagardère","Netflix",0.00192307692307692
"2014-01-13","Lagardère","Xavier Niel",0.000587199060481504
"2014-01-13","Mireille Imbert-Quaretta","Mission Lescure",2.97842872992352e-05
"2014-01-13","Mireille Imbert-Quaretta","Netflix",0.000313479623824451
"2014-01-13","Mireille Imbert-Quaretta","Xavier Niel",9.57189691067027e-05
"2014-01-13","Mission Lescure","Netflix",0.000118764845605701
"2014-01-13","Mission Lescure","Xavier Niel",3.6264074994107e-05
"2014-01-13","Netflix","Xavier Niel",0.000381679389312977
"2014-01-16","Arcep","Aurélie Filippetti",6.28812173803685e-05
"2014-01-16","Arcep","CNIL",4.91207387759111e-05
"2014-01-16","Arcep","CSA",4.64123271140815e-05
"2014-01-16","Arcep","Isabelle Falque-Pierrotin",0.00154320987654321
"2014-01-16","Arcep","Marie-Françoise Marais",0.000153045607591062
"2014-01-16","Arcep","Mireille Imbert-Quaretta",0.000116103564379426
"2014-01-16","Arcep","Mission Lescure",4.39869798539632e-05
"2014-01-16","Arcep","Olivier Schrameck",0.00042087542087542
"2014-01-16","Aurélie Filippetti","CNIL",1.8013717445835e-05
"2014-01-16","Aurélie Filippetti","CSA",1.70204798924306e-05
"2014-01-16","Aurélie Filippetti","Isabelle Falque-Pierrotin",0.000565930956423316
"2014-01-16","Aurélie Filippetti","Marie-Françoise Marais",5.61253841080976e-05
"2014-01-16","Aurélie Filippetti","Mireille Imbert-Quaretta",4.25778775992464e-05
"2014-01-16","Aurélie Filippetti","Mission Lescure",1.61310486391444e-05
"2014-01-16","Aurélie Filippetti","Olivier Schrameck",0.000154344806297268
"2014-01-16","CNIL","CSA",1.32958390671639e-05
"2014-01-16","CNIL","Isabelle Falque-Pierrotin",0.0004420866489832
"2014-01-16","CNIL","Marie-Françoise Marais",4.38433040313918e-05
"2014-01-16","CNIL","Mireille Imbert-Quaretta",3.32604375410558e-05
"2014-01-16","CNIL","Mission Lescure",1.26010446265995e-05
"2014-01-16","CNIL","Olivier Schrameck",0.000120569086086327
"2014-01-16","CSA","Isabelle Falque-Pierrotin",0.000417710944026733
"2014-01-16","CSA","Marie-Françoise Marais",4.14258787464529e-05
"2014-01-16","CSA","Mireille Imbert-Quaretta",3.14265287042057e-05
"2014-01-16","CSA","Mission Lescure",1.19062501860351e-05
"2014-01-16","CSA","Olivier Schrameck",0.000113921166552745
"2014-01-16","Isabelle Falque-Pierrotin","Marie-Françoise Marais",0.00137741046831956
"2014-01-16","Isabelle Falque-Pierrotin","Mireille Imbert-Quaretta",0.00104493207941484
"2014-01-16","Isabelle Falque-Pierrotin","Mission Lescure",0.000395882818685668
"2014-01-16","Isabelle Falque-Pierrotin","Olivier Schrameck",0.00378787878787878
"2014-01-16","Marie-Françoise Marais","Mireille Imbert-Quaretta",0.000103629627710563
"2014-01-16","Marie-Françoise Marais","Mission Lescure",3.92611059853556e-05
"2014-01-16","Marie-Françoise Marais","Olivier Schrameck",0.000375657400450789
"2014-01-16","Mireille Imbert-Quaretta","Mission Lescure",2.97842872992352e-05
"2014-01-16","Mireille Imbert-Quaretta","Olivier Schrameck",0.000284981476204046
"2014-01-16","Mission Lescure","Olivier Schrameck",0.000107968041459728
"2014-01-17","Dailymotion","Netflix",0.000301204819277109
"2014-01-17","Dailymotion","Yahoo",0.000169692855930765
"2014-01-17","Netflix","Yahoo",0.000704225352112675
"2014-01-22","Amazon","Aurélie Filippetti",6.46778235912362e-05
"2014-01-22","Amazon","CSA",4.77383936030552e-05
"2014-01-22","Amazon","François Hollande",3.19055595437505e-05
"2014-01-22","Amazon","Mireille Imbert-Quaretta",0.000119420809075981
"2014-01-22","Amazon","Mission Lescure",4.52437507069335e-05
"2014-01-22","Amazon","Travail",0.000793650793650794
"2014-01-22","Aurélie Filippetti","CSA",1.70204798924306e-05
"2014-01-22","Aurélie Filippetti","François Hollande",1.13754966115239e-05
"2014-01-22","Aurélie Filippetti","Mireille Imbert-Quaretta",4.25778775992464e-05
"2014-01-22","Aurélie Filippetti","Mission Lescure",1.61310486391444e-05
"2014-01-22","Aurélie Filippetti","Travail",0.000282965478211659
"2014-01-22","CSA","François Hollande",8.39619987993433e-06
"2014-01-22","CSA","Mireille Imbert-Quaretta",3.14265287042057e-05
"2014-01-22","CSA","Mission Lescure",1.19062501860351e-05
"2014-01-22","CSA","Travail",0.000208855472013367
"2014-01-22","François Hollande","Mireille Imbert-Quaretta",2.10036598877354e-05
"2014-01-22","François Hollande","Mission Lescure",7.95744359167172e-06
"2014-01-22","François Hollande","Travail",0.000139586823003908
"2014-01-22","Mireille Imbert-Quaretta","Mission Lescure",2.97842872992352e-05
"2014-01-22","Mireille Imbert-Quaretta","Travail",0.00052246603970742
"2014-01-22","Mission Lescure","Travail",0.000197941409342834
"2014-01-29","Dailymotion","Microsoft",7.67400813444863e-05
"2014-02-06","CSA","Laurent Chemla",0.000835421888053466
"2014-02-06","CSA","LCEN",0.00012531328320802
"2014-02-06","CSA","LOPPSI",4.84302543799112e-05
"2014-02-06","Laurent Chemla","LCEN",0.00208333333333333
"2014-02-06","Laurent Chemla","LOPPSI",0.000805152979066023
"2014-02-06","LCEN","LOPPSI",0.000120772946859904
"2014-03-12","CSA","Éric Walter",3.00151576546156e-05
"2014-03-12","CSA","Facebook",1.98123767917818e-05
"2014-03-12","Éric Walter","Facebook",4.73361577240775e-05
"2014-03-12","CSA","Éric Walter",3.00151576546156e-05
"2014-03-12","CSA","Netflix",0.00012531328320802
"2014-03-12","CSA","Orange",1.76497581983127e-05
"2014-03-12","Éric Walter","Netflix",0.000299401197604791
"2014-03-12","Éric Walter","Orange",4.21691827612381e-05
"2014-03-12","Netflix","Orange",0.000176056338028169
"2014-03-12","Amazon","Éric Walter",0.000114057599087539
"2014-03-12","Amazon","Spotify",0.000153609831029186
"2014-03-12","Éric Walter","Spotify",9.65810314854163e-05
"2014-03-14","CSA","Éric Walter",3.00151576546156e-05
"2014-03-14","CSA","Facebook",1.98123767917818e-05
"2014-03-14","Éric Walter","Facebook",4.73361577240775e-05
"2014-03-19","Apple","Sony",4.51977401129943e-05
"2014-03-19","Apple","Spotify",6.45161290322581e-05
"2014-03-19","Sony","Spotify",9.11244760342628e-05
"2014-03-24","Christine Albanel","Mission Olivennes",2.21292180364192e-05
"2014-03-24","CSA","Éric Walter",3.00151576546156e-05
"2014-03-24","Barack Obama","Fleur Pellerin",0.00117577895355673
"2014-03-24","Barack Obama","François Hollande",0.000319055595437505
"2014-03-24","Barack Obama","Laurent Fabius",0.00595238095238095
"2014-03-24","Barack Obama","Manuel Valls",0.00307219662058371
"2014-03-24","Barack Obama","Vincent Peillon",0.00793650793650793
"2014-03-24","Barack Obama","Xavier Niel",0.00145401672119229
"2014-03-24","Fleur Pellerin","François Hollande",8.27181173356495e-05
"2014-03-24","Fleur Pellerin","Laurent Fabius",0.00154320987654321
"2014-03-24","Fleur Pellerin","Manuel Valls",0.000796495420151335
"2014-03-24","Fleur Pellerin","Vincent Peillon",0.00205761316872428
"2014-03-24","Fleur Pellerin","Xavier Niel",0.000376967298086892
"2014-03-24","François Hollande","Laurent Fabius",0.000418760469011725
"2014-03-24","François Hollande","Manuel Valls",0.000216134435618955
"2014-03-24","François Hollande","Vincent Peillon",0.000558347292015633
"2014-03-24","François Hollande","Xavier Niel",0.000102292633651719
"2014-03-24","Laurent Fabius","Manuel Valls",0.00403225806451612
"2014-03-24","Laurent Fabius","Vincent Peillon",0.0104166666666667
"2014-03-24","Laurent Fabius","Xavier Niel",0.00190839694656489
"2014-03-24","Manuel Valls","Vincent Peillon",0.0053763440860215
"2014-03-24","Manuel Valls","Xavier Niel",0.00098497906919478
"2014-03-24","Vincent Peillon","Xavier Niel",0.00254452926208652
"2014-03-24","Aurélie Filippetti","Éric Walter",4.06656974675437e-05
"2014-03-24","Aurélie Filippetti","Facebook",2.68425750082205e-05
"2014-03-24","Aurélie Filippetti","Twitter",2.51524869521474e-05
"2014-03-24","Éric Walter","Facebook",4.73361577240775e-05
"2014-03-24","Éric Walter","Twitter",4.43557329784874e-05
"2014-03-24","Facebook","Twitter",2.92782901478553e-05
"2014-03-25","CNIL","Facebook",2.09685367106656e-05
"2014-03-25","CNIL","Twitter",1.96482955103644e-05
"2014-03-25","CNIL","UFC-QC",3.65864812951614e-05
"2014-03-25","Facebook","Twitter",2.92782901478553e-05
"2014-03-25","Facebook","UFC-QC",5.45181954477306e-05
"2014-03-25","Twitter","UFC-QC",5.10855683269476e-05
"2014-03-31","CSA","Défense",0.000147427392009436
"2014-03-31","CSA","François Fillon",4.07522872221203e-05
"2014-03-31","CSA","François Hollande",1.67923997598687e-05
"2014-03-31","CSA","Jean-Marc Ayrault",6.91383631492526e-05
"2014-03-31","CSA","Justice",2.88076513121885e-05
"2014-03-31","CSA","Nicolas Sarkozy",7.59474443684972e-06
"2014-03-31","Défense","François Fillon",0.000478240076518413
"2014-03-31","Défense","François Hollande",0.000197063750123165
"2014-03-31","Défense","Jean-Marc Ayrault",0.000811359026369172
"2014-03-31","Défense","Justice",0.000338066260987154
"2014-03-31","Défense","Nicolas Sarkozy",8.91265597147954e-05
"2014-03-31","François Fillon","François Hollande",5.44729065381106e-05
"2014-03-31","François Fillon","Jean-Marc Ayrault",0.000224278104850015
"2014-03-31","François Fillon","Justice",9.34492103541725e-05
"2014-03-31","François Fillon","Nicolas Sarkozy",2.46366100024637e-05
"2014-03-31","François Hollande","Jean-Marc Ayrault",9.24161035060361e-05
"2014-03-31","François Hollande","Justice",3.85067097941816e-05
"2014-03-31","François Hollande","Nicolas Sarkozy",1.01517689457388e-05
"2014-03-31","Jean-Marc Ayrault","Justice",0.0001585414189457
"2014-03-31","Jean-Marc Ayrault","Nicolas Sarkozy",4.17972831765938e-05
"2014-03-31","Justice","Nicolas Sarkozy",1.7415534656914e-05
"2014-04-02","Aurélie Filippetti","CSA",1.70204798924306e-05
"2014-04-02","Aurélie Filippetti","France Télévisions",8.93575194352605e-05
"2014-04-02","Aurélie Filippetti","François Hollande",2.27509932230479e-05
"2014-04-02","Aurélie Filippetti","Manuel Valls",0.000219070047647735
"2014-04-02","CSA","France Télévisions",6.59543595831684e-05
"2014-04-02","CSA","François Hollande",1.67923997598687e-05
"2014-04-02","CSA","Manuel Valls",0.00016169455897809
"2014-04-02","France Télévisions","François Hollande",8.81600987393105e-05
"2014-04-02","France Télévisions","Manuel Valls",0.000848896434634973
"2014-04-02","François Hollande","Manuel Valls",0.000216134435618955
"2014-04-02","Arnaud Montebourg","Aurélie Filippetti",8.08472794890452e-05
"2014-04-02","Arnaud Montebourg","Benoît Hamon",0.00432900432900433
"2014-04-02","Arnaud Montebourg","Commerce",0.00132275132275132
"2014-04-02","Arnaud Montebourg","CSA",0.000119345984007638
"2014-04-02","Arnaud Montebourg","Défense",0.00140056022408964
"2014-04-02","Arnaud Montebourg","Ecologie",0.00176366843033509
"2014-04-02","Arnaud Montebourg","EELV",0.00317460317460317
"2014-04-02","Arnaud Montebourg","Finances",0.00280112044817927
"2014-04-02","Arnaud Montebourg","François Fillon",0.000774293457220286
"2014-04-02","Arnaud Montebourg","François Hollande",0.000159527797718752
"2014-04-02","Arnaud Montebourg","Frédéric Mitterrand",6.79301677875143e-05
"2014-04-02","Arnaud Montebourg","Gouvernement",0.000380952380952381
"2014-04-02","Arnaud Montebourg","Intérieur",0.00122100122100122
"2014-04-02","Arnaud Montebourg","Jean-Marc Ayrault",0.0006568144499179
"2014-04-02","Arnaud Montebourg","Laurent Fabius",0.00297619047619048
"2014-04-02","Arnaud Montebourg","Lionel Jospin",0.00211640211640211
"2014-04-02","Arnaud Montebourg","Manuel Valls",0.00153609831029186
"2014-04-02","Arnaud Montebourg","Matignon",0.00099206349206349
"2014-04-02","Arnaud Montebourg","Nicolas Sarkozy",7.21500721500724e-05
"2014-04-02","Arnaud Montebourg","Ségolène Royal",0.000705467372134038
"2014-04-02","Arnaud Montebourg","Travail",0.00198412698412698
"2014-04-02","Arnaud Montebourg","Verts",0.000360750360750361
"2014-04-02","Aurélie Filippetti","Benoît Hamon",0.000308689612594536
"2014-04-02","Aurélie Filippetti","Commerce",9.43218260705528e-05
"2014-04-02","Aurélie Filippetti","CSA",8.51023994621528e-06
"2014-04-02","Aurélie Filippetti","Défense",9.98701687805854e-05
"2014-04-02","Aurélie Filippetti","Ecologie",0.000125762434760737
"2014-04-02","Aurélie Filippetti","EELV",0.000226372382569327
"2014-04-02","Aurélie Filippetti","Finances",0.000199740337561171
"2014-04-02","Aurélie Filippetti","François Fillon",5.52127762364211e-05
"2014-04-02","Aurélie Filippetti","François Hollande",1.13754966115239e-05
"2014-04-02","Aurélie Filippetti","Frédéric Mitterrand",4.84391688807403e-06
"2014-04-02","Aurélie Filippetti","Gouvernement",2.71646859083192e-05
"2014-04-02","Aurélie Filippetti","Intérieur",8.70663009882024e-05
"2014-04-02","Aurélie Filippetti","Jean-Marc Ayrault",4.68356653591712e-05
"2014-04-02","Aurélie Filippetti","Laurent Fabius",0.000212224108658744
"2014-04-02","Aurélie Filippetti","Lionel Jospin",0.000150914921712884
"2014-04-02","Aurélie Filippetti","Manuel Valls",0.000109535023823868
"2014-04-02","Aurélie Filippetti","Matignon",7.07413695529145e-05
"2014-04-02","Aurélie Filippetti","Nicolas Sarkozy",5.14482687657562e-06
"2014-04-02","Aurélie Filippetti","Ségolène Royal",5.03049739042948e-05
"2014-04-02","Aurélie Filippetti","Travail",0.000141482739105829
"2014-04-02","Aurélie Filippetti","Verts",2.5724134382878e-05
"2014-04-02","Benoît Hamon","Commerce",0.00505050505050505
"2014-04-02","Benoît Hamon","CSA",0.000455684666210982
"2014-04-02","Benoît Hamon","Défense",0.00534759358288771
"2014-04-02","Benoît Hamon","Ecologie",0.00673400673400673
"2014-04-02","Benoît Hamon","EELV",0.0121212121212121
"2014-04-02","Benoît Hamon","Finances",0.0106951871657754
"2014-04-02","Benoît Hamon","François Fillon",0.00295639320029564
"2014-04-02","Benoît Hamon","François Hollande",0.000609106136744327
"2014-04-02","Benoît Hamon","Frédéric Mitterrand",0.000259369731552327
"2014-04-02","Benoît Hamon","Gouvernement",0.00145454545454545
"2014-04-02","Benoît Hamon","Intérieur",0.00466200466200465
"2014-04-02","Benoît Hamon","Jean-Marc Ayrault",0.00250783699059562
"2014-04-02","Benoît Hamon","Laurent Fabius",0.0113636363636364
"2014-04-02","Benoît Hamon","Lionel Jospin",0.00808080808080807
"2014-04-02","Benoît Hamon","Manuel Valls",0.00586510263929618
"2014-04-02","Benoît Hamon","Matignon",0.00378787878787878
"2014-04-02","Benoît Hamon","Nicolas Sarkozy",0.000275482093663913
"2014-04-02","Benoît Hamon","Ségolène Royal",0.00269360269360269
"2014-04-02","Benoît Hamon","Travail",0.00757575757575758
"2014-04-02","Benoît Hamon","Verts",0.00137741046831956
"2014-04-02","Commerce","CSA",0.000139236981342245
"2014-04-02","Commerce","Défense",0.00163398692810458
"2014-04-02","Commerce","Ecologie",0.00205761316872428
"2014-04-02","Commerce","EELV",0.00370370370370371
"2014-04-02","Commerce","Finances",0.00326797385620915
"2014-04-02","Commerce","François Fillon",0.000903342366757001
"2014-04-02","Commerce","François Hollande",0.000186115764005211
"2014-04-02","Commerce","Frédéric Mitterrand",7.92518624187667e-05
"2014-04-02","Commerce","Gouvernement",0.000444444444444445
"2014-04-02","Commerce","Intérieur",0.00142450142450142
"2014-04-02","Commerce","Jean-Marc Ayrault",0.000766283524904217
"2014-04-02","Commerce","Laurent Fabius",0.00347222222222223
"2014-04-02","Commerce","Lionel Jospin",0.00246913580246914
"2014-04-02","Commerce","Manuel Valls",0.0017921146953405
"2014-04-02","Commerce","Matignon",0.00115740740740741
"2014-04-02","Commerce","Nicolas Sarkozy",8.41750841750845e-05
"2014-04-02","Commerce","Ségolène Royal",0.000823045267489712
"2014-04-02","Commerce","Travail",0.00231481481481482
"2014-04-02","Commerce","Verts",0.000420875420875421
"2014-04-02","CSA","Défense",0.000147427392009436
"2014-04-02","CSA","Ecologie",0.000185649308456326
"2014-04-02","CSA","EELV",0.000334168755221387
"2014-04-02","CSA","Finances",0.000294854784018871
"2014-04-02","CSA","François Fillon",8.15045744442406e-05
"2014-04-02","CSA","François Hollande",1.67923997598687e-05
"2014-04-02","CSA","Frédéric Mitterrand",7.15054397763308e-06
"2014-04-02","CSA","Gouvernement",4.01002506265664e-05
"2014-04-02","CSA","Intérieur",0.000128526444315918
"2014-04-02","CSA","Jean-Marc Ayrault",6.91383631492526e-05
"2014-04-02","CSA","Laurent Fabius",0.00031328320802005
"2014-04-02","CSA","Lionel Jospin",0.000222779170147591
"2014-04-02","CSA","Manuel Valls",0.00016169455897809
"2014-04-02","CSA","Matignon",0.000104427736006683
"2014-04-02","CSA","Nicolas Sarkozy",7.59474443684972e-06
"2014-04-02","CSA","Ségolène Royal",7.42597233825303e-05
"2014-04-02","CSA","Travail",0.000208855472013367
